sample_id,V_NDIR_CH4,V_NDIR_CO2,delta_I_CH4,delta_I_CO2,T_C,P_MPa,H_RH
W00001,2.3508734703063965,2.366776943206787,-0.14912652969360352,-0.1332230567932129,21.721599578857422,0.6450999975204468,76.53140258789062
W00002,1.316698431968689,1.170978307723999,-1.183301568031311,-1.329021692276001,21.721599578857422,0.6450999975204468,76.53140258789062
W00003,1.316698431968689,1.170978307723999,-1.183301568031311,-1.329021692276001,21.721599578857422,0.6450999975204468,76.53140258789062
W00004,1.6614234447479248,1.569577932357788,-0.8385765552520752,-0.9304220676422119,21.721599578857422,0.6450999975204468,76.53140258789062
W00005,2.353163480758667,2.3513705730438232,-0.146836519241333,-0.14862942695617676,21.721599578857422,0.6450999975204468,76.53140258789062
W00006,1.4378141164779663,1.553353190422058,-1.0621858835220337,-0.9466468095779419,21.721599578857422,0.6450999975204468,76.53140258789062
W00007,1.4378141164779663,1.553353190422058,-1.0621858835220337,-0.9466468095779419,21.721599578857422,0.6450999975204468,76.53140258789062
W00008,1.74293053150177,1.8193589448928833,-0.75706946849823,-0.6806410551071167,21.721599578857422,0.6450999975204468,76.53140258789062
W00009,2.3233864307403564,2.350384473800659,-0.17661356925964355,-0.14961552619934082,21.721599578857422,0.6450999975204468,76.53140258789062
W00010,1.3708351850509644,1.549108862876892,-1.1291648149490356,-0.9508911371231079,21.721599578857422,0.6450999975204468,76.53140258789062
W00011,1.3708351850509644,1.549108862876892,-1.1291648149490356,-0.9508911371231079,21.721599578857422,0.6450999975204468,76.53140258789062
W00012,1.688352346420288,1.8162007331848145,-0.8116476535797119,-0.6837992668151855,21.721599578857422,0.6450999975204468,76.53140258789062
W00013,2.348872661590576,2.347256660461426,-0.15112733840942383,-0.15274333953857422,21.721599578857422,0.6450999975204468,76.53140258789062
W00014,1.5637106895446777,1.2608990669250488,-0.9362893104553223,-1.2391009330749512,21.721599578857422,0.6450999975204468,76.53140258789062
W00015,1.5637106895446777,1.2608990669250488,-0.9362893104553223,-1.2391009330749512,21.721599578857422,0.6450999975204468,76.53140258789062
W00016,1.8254313468933105,1.6230182647705078,-0.6745686531066895,-0.8769817352294922,21.721599578857422,0.6450999975204468,76.53140258789062
